anime_id,name,genre,type,episodes,text
6288,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,"Action, Mecha, Sci-Fi, Space",Movie,1,"Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer [TYPE] Movie [GENRE] Action, Mecha, Sci-Fi, Space [EP] 1"
10191,Katte ni Kaizou,"Comedy, Parody, School, Sci-Fi, Shounen",OVA,6,"Katte ni Kaizou [TYPE] OVA [GENRE] Comedy, Parody, School, Sci-Fi, Shounen [EP] 6"
24687,Mushishi Zoku Shou: Odoro no Michi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Special,1,"Mushishi Zoku Shou: Odoro no Michi [TYPE] Special [GENRE] Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural [EP] 1"
20909,Kyoukai no Kanata: Mini Theater,"Slice of Life, Supernatural",Special,7,"Kyoukai no Kanata: Mini Theater [TYPE] Special [GENRE] Slice of Life, Supernatural [EP] 7"
11615,Morita-san wa Mukuchi. 2,"Comedy, School, Slice of Life",TV,13,"Morita-san wa Mukuchi. 2 [TYPE] TV [GENRE] Comedy, School, Slice of Life [EP] 13"
28977,Gintama°,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,51,"Gintama° [TYPE] TV [GENRE] Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen [EP] 51"
4080,Kyou kara Maou! 3rd Series,"Adventure, Comedy, Fantasy, Romance, Shoujo",TV,39,"Kyou kara Maou! 3rd Series [TYPE] TV [GENRE] Adventure, Comedy, Fantasy, Romance, Shoujo [EP] 39"
369,Boogiepop wa Warawanai: Boogiepop Phantom,"Dementia, Drama, Horror, Mystery, Psychological, Supernatural",TV,12,"Boogiepop wa Warawanai: Boogiepop Phantom [TYPE] TV [GENRE] Dementia, Drama, Horror, Mystery, Psychological, Supernatural [EP] 12"
21797,Chuunibyou demo Koi ga Shitai! Ren Lite,"Comedy, School",ONA,6,"Chuunibyou demo Koi ga Shitai! Ren Lite [TYPE] ONA [GENRE] Comedy, School [EP] 6"
24695,Gokukoku no Brynhildr Special,"Comedy, Ecchi, Harem, Sci-Fi, Seinen",Special,1,"Gokukoku no Brynhildr Special [TYPE] Special [GENRE] Comedy, Ecchi, Harem, Sci-Fi, Seinen [EP] 1"
285,Argento Soma,"Action, Adventure, Drama, Mecha, Military, Sci-Fi",TV,25,"Argento Soma [TYPE] TV [GENRE] Action, Adventure, Drama, Mecha, Military, Sci-Fi [EP] 25"
10260,Eiyuu Densetsu: Sora no Kiseki The Animation,"Action, Adventure, Fantasy",OVA,2,"Eiyuu Densetsu: Sora no Kiseki The Animation [TYPE] OVA [GENRE] Action, Adventure, Fantasy [EP] 2"
779,Detective Conan Movie 01: The Timed Skyscraper,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,"Detective Conan Movie 01: The Timed Skyscraper [TYPE] Movie [GENRE] Adventure, Comedy, Mystery, Police, Shounen [EP] 1"
51,Tenshi Kinryouku,"Action, Drama, Romance, Shoujo, Supernatural",OVA,3,"Tenshi Kinryouku [TYPE] OVA [GENRE] Action, Drama, Romance, Shoujo, Supernatural [EP] 3"
19111,Love Live! School Idol Project 2nd Season,"Music, School, Slice of Life",TV,13,"Love Live! School Idol Project 2nd Season [TYPE] TV [GENRE] Music, School, Slice of Life [EP] 13"
65,Rozen Maiden: Träumend,"Action, Comedy, Drama, Magic, Seinen",TV,12,"Rozen Maiden: Träumend [TYPE] TV [GENRE] Action, Comedy, Drama, Magic, Seinen [EP] 12"
5042,Kiss x Sis,"Comedy, Ecchi, Harem, Romance, School, Seinen",OVA,12,"Kiss x Sis [TYPE] OVA [GENRE] Comedy, Ecchi, Harem, Romance, School, Seinen [EP] 12"
4469,.hack//G.U. Trilogy: Parody Mode,"Comedy, Fantasy, Game, Parody, Sci-Fi",Special,1,".hack//G.U. Trilogy: Parody Mode [TYPE] Special [GENRE] Comedy, Fantasy, Game, Parody, Sci-Fi [EP] 1"
5262,Shugo Chara!! Doki,"Comedy, Magic, School, Shoujo",TV,51,"Shugo Chara!! Doki [TYPE] TV [GENRE] Comedy, Magic, School, Shoujo [EP] 51"
256,Hoshi no Koe,"Drama, Mecha, Romance, Sci-Fi, Space",OVA,1,"Hoshi no Koe [TYPE] OVA [GENRE] Drama, Mecha, Romance, Sci-Fi, Space [EP] 1"
15771,Saint☆Oniisan (Movie),"Comedy, Seinen, Slice of Life",Movie,1,"Saint☆Oniisan (Movie) [TYPE] Movie [GENRE] Comedy, Seinen, Slice of Life [EP] 1"
1526,Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario,"Action, Adventure, Drama, Fantasy, Kids",Movie,1,"Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario [TYPE] Movie [GENRE] Action, Adventure, Drama, Fantasy, Kids [EP] 1"
16331,Next A-Class,"Action, Cars, Sci-Fi",ONA,1,"Next A-Class [TYPE] ONA [GENRE] Action, Cars, Sci-Fi [EP] 1"
9201,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,"Action, Comedy, Ecchi, Shounen, Sports",OVA,3,"Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky [TYPE] OVA [GENRE] Action, Comedy, Ecchi, Shounen, Sports [EP] 3"
940,Inukami!,"Comedy, Ecchi, Romance, Shounen, Supernatural",TV,26,"Inukami! [TYPE] TV [GENRE] Comedy, Ecchi, Romance, Shounen, Supernatural [EP] 26"
12431,Uchuu Kyoudai,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",TV,99,"Uchuu Kyoudai [TYPE] TV [GENRE] Comedy, Sci-Fi, Seinen, Slice of Life, Space [EP] 99"
15125,Teekyuu,"Comedy, School, Shounen, Sports",TV,12,"Teekyuu [TYPE] TV [GENRE] Comedy, School, Shounen, Sports [EP] 12"
25389,Dragon Ball Z Movie 15: Fukkatsu no F,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Movie,1,"Dragon Ball Z Movie 15: Fukkatsu no F [TYPE] Movie [GENRE] Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power [EP] 1"
479,The Law of Ueki,"Adventure, Comedy, Drama, Shounen, Supernatural",TV,51,"The Law of Ueki [TYPE] TV [GENRE] Adventure, Comedy, Drama, Shounen, Supernatural [EP] 51"
232,Cardcaptor Sakura,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo",TV,70,"Cardcaptor Sakura [TYPE] TV [GENRE] Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo [EP] 70"
10568,Kamisama no Memochou,Mystery,TV,12,Kamisama no Memochou [TYPE] TV [GENRE] Mystery [EP] 12
405,Blood: The Last Vampire,"Horror, Supernatural, Vampire",Movie,1,"Blood: The Last Vampire [TYPE] Movie [GENRE] Horror, Supernatural, Vampire [EP] 1"
27633,Gekkan Shoujo Nozaki-kun Specials,"Comedy, Romance, School",Special,6,"Gekkan Shoujo Nozaki-kun Specials [TYPE] Special [GENRE] Comedy, Romance, School [EP] 6"
7655,Major S6,"Comedy, Drama, Sports",TV,25,"Major S6 [TYPE] TV [GENRE] Comedy, Drama, Sports [EP] 25"
269,Bleach,"Action, Comedy, Shounen, Super Power, Supernatural",TV,366,"Bleach [TYPE] TV [GENRE] Action, Comedy, Shounen, Super Power, Supernatural [EP] 366"
8726,Soredemo Machi wa Mawatteiru,"Comedy, Slice of Life",TV,12,"Soredemo Machi wa Mawatteiru [TYPE] TV [GENRE] Comedy, Slice of Life [EP] 12"
1122,Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,"Action, Adventure, Comedy, Fantasy, Kids, Sci-Fi",Movie,1,"Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys [TYPE] Movie [GENRE] Action, Adventure, Comedy, Fantasy, Kids, Sci-Fi [EP] 1"
15117,Kami nomi zo Shiru Sekai: Tenri-hen,"Comedy, Harem, Romance, Shounen, Supernatural",OVA,2,"Kami nomi zo Shiru Sekai: Tenri-hen [TYPE] OVA [GENRE] Comedy, Harem, Romance, Shounen, Supernatural [EP] 2"
8487,Onigamiden,"Action, Demons, Supernatural",Movie,1,"Onigamiden [TYPE] Movie [GENRE] Action, Demons, Supernatural [EP] 1"
519,Mahoraba: Heartful days,"Comedy, Drama, Romance, Shounen",TV,26,"Mahoraba: Heartful days [TYPE] TV [GENRE] Comedy, Drama, Romance, Shounen [EP] 26"
622,Natsu-iro no Sunadokei,"Drama, Romance, Sci-Fi",OVA,2,"Natsu-iro no Sunadokei [TYPE] OVA [GENRE] Drama, Romance, Sci-Fi [EP] 2"
13469,Hyouka: Motsubeki Mono wa,Slice of Life,OVA,1,Hyouka: Motsubeki Mono wa [TYPE] OVA [GENRE] Slice of Life [EP] 1
31845,Masou Gakuen HxH,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi",TV,12,"Masou Gakuen HxH [TYPE] TV [GENRE] Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi [EP] 12"
902,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,"Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu [TYPE] Movie [GENRE] Adventure, Comedy, Fantasy, Sci-Fi, Shounen [EP] 1"
21325,Pupipo!,"Comedy, School, Slice of Life, Supernatural",TV,15,"Pupipo! [TYPE] TV [GENRE] Comedy, School, Slice of Life, Supernatural [EP] 15"
207,Lodoss-tou Senki,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",OVA,13,"Lodoss-tou Senki [TYPE] OVA [GENRE] Action, Adventure, Fantasy, Magic, Shounen, Supernatural [EP] 13"
21419,Detective Conan Movie 18: The Sniper from Another Dimension,"Action, Mystery, Police, Shounen",Movie,1,"Detective Conan Movie 18: The Sniper from Another Dimension [TYPE] Movie [GENRE] Action, Mystery, Police, Shounen [EP] 1"
170,Slam Dunk,"Comedy, Drama, School, Shounen, Sports",TV,101,"Slam Dunk [TYPE] TV [GENRE] Comedy, Drama, School, Shounen, Sports [EP] 101"
9969,Gintama&#039;,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,51,"Gintama&#039; [TYPE] TV [GENRE] Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen [EP] 51"
4901,Black Lagoon: Roberta&#039;s Blood Trail,"Action, Seinen",OVA,5,"Black Lagoon: Roberta&#039;s Blood Trail [TYPE] OVA [GENRE] Action, Seinen [EP] 5"
990,Kamisama Kazoku,"Comedy, Drama, Fantasy, Romance",TV,13,"Kamisama Kazoku [TYPE] TV [GENRE] Comedy, Drama, Fantasy, Romance [EP] 13"
28621,Subete ga F ni Naru: The Perfect Insider,"Mystery, Psychological, Sci-Fi",TV,11,"Subete ga F ni Naru: The Perfect Insider [TYPE] TV [GENRE] Mystery, Psychological, Sci-Fi [EP] 11"
2267,Red Garden: Dead Girls,"Mecha, Mystery",OVA,1,"Red Garden: Dead Girls [TYPE] OVA [GENRE] Mecha, Mystery [EP] 1"
570,Jin-Rou,"Drama, Military, Police, Psychological, Romance",Movie,1,"Jin-Rou [TYPE] Movie [GENRE] Drama, Military, Police, Psychological, Romance [EP] 1"
5074,Tetsuwan Birdy Decode:02,"Action, Comedy, Sci-Fi",TV,12,"Tetsuwan Birdy Decode:02 [TYPE] TV [GENRE] Action, Comedy, Sci-Fi [EP] 12"
2385,One Piece: Jango no Dance Carnival,"Comedy, Fantasy, Shounen",Movie,1,"One Piece: Jango no Dance Carnival [TYPE] Movie [GENRE] Comedy, Fantasy, Shounen [EP] 1"
17,Hungry Heart: Wild Striker,"Comedy, Shounen, Slice of Life, Sports",TV,52,"Hungry Heart: Wild Striker [TYPE] TV [GENRE] Comedy, Shounen, Slice of Life, Sports [EP] 52"
1365,Detective Conan Movie 06: The Phantom of Baker Street,"Adventure, Mystery, Police, Shounen",Movie,1,"Detective Conan Movie 06: The Phantom of Baker Street [TYPE] Movie [GENRE] Adventure, Mystery, Police, Shounen [EP] 1"
31,Neon Genesis Evangelion: Death &amp; Rebirth,"Drama, Mecha, Psychological, Sci-Fi",Movie,1,"Neon Genesis Evangelion: Death &amp; Rebirth [TYPE] Movie [GENRE] Drama, Mecha, Psychological, Sci-Fi [EP] 1"
2398,Digimon Adventure 02: Diablomon no Gyakushuu,"Adventure, Comedy, Drama, Kids, Sci-Fi",Movie,1,"Digimon Adventure 02: Diablomon no Gyakushuu [TYPE] Movie [GENRE] Adventure, Comedy, Drama, Kids, Sci-Fi [EP] 1"
8100,Mardock Scramble: The First Compression,"Action, Psychological, Sci-Fi",Movie,1,"Mardock Scramble: The First Compression [TYPE] Movie [GENRE] Action, Psychological, Sci-Fi [EP] 1"
1807,Prism Ark,"Action, Comedy, Drama, Fantasy, Magic",TV,12,"Prism Ark [TYPE] TV [GENRE] Action, Comedy, Drama, Fantasy, Magic [EP] 12"
21681,Hanayamata,"Comedy, School, Seinen, Slice of Life",TV,12,"Hanayamata [TYPE] TV [GENRE] Comedy, School, Seinen, Slice of Life [EP] 12"
3759,School Days: Valentine Days,"Comedy, Romance, School",OVA,1,"School Days: Valentine Days [TYPE] OVA [GENRE] Comedy, Romance, School [EP] 1"
16099,Sword Art Online: Sword Art Offline,Comedy,Special,9,Sword Art Online: Sword Art Offline [TYPE] Special [GENRE] Comedy [EP] 9
8599,Mayoi Neko Overrun! Specials,"Comedy, Ecchi",Special,6,"Mayoi Neko Overrun! Specials [TYPE] Special [GENRE] Comedy, Ecchi [EP] 6"
1728,Super GALS! Kotobuki Ran,"Comedy, Shoujo, Slice of Life",TV,52,"Super GALS! Kotobuki Ran [TYPE] TV [GENRE] Comedy, Shoujo, Slice of Life [EP] 52"
24913,Bokura wa Minna Kawaisou: Hajimete no,"Comedy, Romance, School, Slice of Life",Special,1,"Bokura wa Minna Kawaisou: Hajimete no [TYPE] Special [GENRE] Comedy, Romance, School, Slice of Life [EP] 1"
5717,Kiniro no Corda: Secondo Passo,"Harem, Music, School, Shoujo",Special,2,"Kiniro no Corda: Secondo Passo [TYPE] Special [GENRE] Harem, Music, School, Shoujo [EP] 2"
936,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Movie,1,"Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo! [TYPE] Movie [GENRE] Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural [EP] 1"
617,Juubee Ninpuuchou,"Adventure, Fantasy, Historical, Horror, Romance, Shounen, Supernatural",Movie,1,"Juubee Ninpuuchou [TYPE] Movie [GENRE] Adventure, Fantasy, Historical, Horror, Romance, Shounen, Supernatural [EP] 1"
30355,Wakaba*Girl,"Comedy, School, Slice of Life",TV,13,"Wakaba*Girl [TYPE] TV [GENRE] Comedy, School, Slice of Life [EP] 13"
464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,"Adventure, Comedy, Fantasy, Shounen",Movie,1,"One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima [TYPE] Movie [GENRE] Adventure, Comedy, Fantasy, Shounen [EP] 1"
4010,Alignment You! You! The Animation,"Demons, Hentai, School, Supernatural",OVA,2,"Alignment You! You! The Animation [TYPE] OVA [GENRE] Demons, Hentai, School, Supernatural [EP] 2"
3626,Mobile Suit Gundam Wing: Operation Meteor,"Action, Adventure, Drama, Mecha, Military, Psychological, Sci-Fi, Space",OVA,4,"Mobile Suit Gundam Wing: Operation Meteor [TYPE] OVA [GENRE] Action, Adventure, Drama, Mecha, Military, Psychological, Sci-Fi, Space [EP] 4"
2970,Night Wizard,"Adventure, Fantasy, Magic, Shounen",TV,13,"Night Wizard [TYPE] TV [GENRE] Adventure, Fantasy, Magic, Shounen [EP] 13"
2494,Goshuushou-sama Ninomiya-kun,"Comedy, Ecchi, Fantasy, Harem",TV,12,"Goshuushou-sama Ninomiya-kun [TYPE] TV [GENRE] Comedy, Ecchi, Fantasy, Harem [EP] 12"
12967,Arcana Famiglia,"Action, Harem, Romance, Shoujo",TV,12,"Arcana Famiglia [TYPE] TV [GENRE] Action, Harem, Romance, Shoujo [EP] 12"
73,Full Metal Panic! The Second Raid,"Action, Mecha, Military",TV,13,"Full Metal Panic! The Second Raid [TYPE] TV [GENRE] Action, Mecha, Military [EP] 13"
350,Ojamajo Doremi,"Comedy, Magic",TV,51,"Ojamajo Doremi [TYPE] TV [GENRE] Comedy, Magic [EP] 51"
16894,Kuroko no Basket 2nd Season,"Comedy, School, Shounen, Sports",TV,25,"Kuroko no Basket 2nd Season [TYPE] TV [GENRE] Comedy, School, Shounen, Sports [EP] 25"
180,Vandread,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,"Vandread [TYPE] TV [GENRE] Action, Ecchi, Mecha, Sci-Fi, Shounen, Space [EP] 13"
6548,Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,"Ecchi, Music",Music,1,"Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars [TYPE] Music [GENRE] Ecchi, Music [EP] 1"
6024,Chi&#039;s Sweet Home: Atarashii Ouchi,"Comedy, Kids, Slice of Life",TV,104,"Chi&#039;s Sweet Home: Atarashii Ouchi [TYPE] TV [GENRE] Comedy, Kids, Slice of Life [EP] 104"
24151,Ao Haru Ride OVA,"Romance, School, Shoujo, Slice of Life",OVA,2,"Ao Haru Ride OVA [TYPE] OVA [GENRE] Romance, School, Shoujo, Slice of Life [EP] 2"
1397,Macross 7,"Action, Adventure, Comedy, Drama, Mecha, Military, Music, Romance, Sci-Fi, Shounen",TV,49,"Macross 7 [TYPE] TV [GENRE] Action, Adventure, Comedy, Drama, Mecha, Military, Music, Romance, Sci-Fi, Shounen [EP] 49"
8728,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama,"School, Supernatural",Special,1,"Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama [TYPE] Special [GENRE] School, Supernatural [EP] 1"
10893,Kyousou Giga,"Action, Fantasy, Supernatural",ONA,1,"Kyousou Giga [TYPE] ONA [GENRE] Action, Fantasy, Supernatural [EP] 1"
18041,Rozen Maiden (2013),"Action, Comedy, Drama, Magic, Seinen",TV,13,"Rozen Maiden (2013) [TYPE] TV [GENRE] Action, Comedy, Drama, Magic, Seinen [EP] 13"
186,Initial D Second Stage,"Action, Cars, Drama, Seinen, Sports",TV,13,"Initial D Second Stage [TYPE] TV [GENRE] Action, Cars, Drama, Seinen, Sports [EP] 13"
561,Sakura Taisen,"Adventure, Mecha, Sci-Fi, Shounen",TV,25,"Sakura Taisen [TYPE] TV [GENRE] Adventure, Mecha, Sci-Fi, Shounen [EP] 25"
7662,Shinrei Tantei Yakumo,"Horror, Mystery, Shoujo, Supernatural",TV,13,"Shinrei Tantei Yakumo [TYPE] TV [GENRE] Horror, Mystery, Shoujo, Supernatural [EP] 13"
3972,Yu☆Gi☆Oh! 5D&#039;s,"Action, Game, Shounen",TV,154,"Yu☆Gi☆Oh! 5D&#039;s [TYPE] TV [GENRE] Action, Game, Shounen [EP] 154"
20931,Oneechan ga Kita,"Comedy, Slice of Life",TV,12,"Oneechan ga Kita [TYPE] TV [GENRE] Comedy, Slice of Life [EP] 12"
9790,Sora no Otoshimono: Tokeijikake no Angeloid,"Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",Movie,1,"Sora no Otoshimono: Tokeijikake no Angeloid [TYPE] Movie [GENRE] Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural [EP] 1"
958,HeatGuy J,"Action, Adventure, Mecha, Police, Sci-Fi",TV,25,"HeatGuy J [TYPE] TV [GENRE] Action, Adventure, Mecha, Police, Sci-Fi [EP] 25"
31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season","Action, Adventure, Fantasy, Military",TV,12,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season [TYPE] TV [GENRE] Action, Adventure, Fantasy, Military [EP] 12"
22097,Magi: Sinbad no Bouken,"Action, Adventure, Fantasy, Magic, Shounen",OVA,5,"Magi: Sinbad no Bouken [TYPE] OVA [GENRE] Action, Adventure, Fantasy, Magic, Shounen [EP] 5"
22145,Kuroshitsuji: Book of Circus,"Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,10,"Kuroshitsuji: Book of Circus [TYPE] TV [GENRE] Comedy, Demons, Fantasy, Historical, Shounen, Supernatural [EP] 10"
16662,Kaze Tachinu,"Drama, Historical, Romance",Movie,1,"Kaze Tachinu [TYPE] Movie [GENRE] Drama, Historical, Romance [EP] 1"
10378,Shinryaku!? Ika Musume,"Comedy, Shounen, Slice of Life",TV,12,"Shinryaku!? Ika Musume [TYPE] TV [GENRE] Comedy, Shounen, Slice of Life [EP] 12"
8479,Hetalia World Series,"Comedy, Historical, Parody",ONA,48,"Hetalia World Series [TYPE] ONA [GENRE] Comedy, Historical, Parody [EP] 48"
19319,Gundam Build Fighters,"Action, Mecha, Sci-Fi",TV,25,"Gundam Build Fighters [TYPE] TV [GENRE] Action, Mecha, Sci-Fi [EP] 25"
30279,Yuru Yuri San☆Hai!,"Comedy, School, Shoujo Ai, Slice of Life",TV,12,"Yuru Yuri San☆Hai! [TYPE] TV [GENRE] Comedy, School, Shoujo Ai, Slice of Life [EP] 12"
1240,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,"Drama, Magic, Shoujo",Movie,1,"Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki [TYPE] Movie [GENRE] Drama, Magic, Shoujo [EP] 1"
3389,Bus Gamer,Action,TV,3,Bus Gamer [TYPE] TV [GENRE] Action [EP] 3
9834,Level E,"Comedy, Sci-Fi, Shounen",TV,13,"Level E [TYPE] TV [GENRE] Comedy, Sci-Fi, Shounen [EP] 13"
10350,Hakuouki Sekkaroku,"Action, Demons, Drama, Fantasy, Historical, Josei",OVA,6,"Hakuouki Sekkaroku [TYPE] OVA [GENRE] Action, Demons, Drama, Fantasy, Historical, Josei [EP] 6"
246,Groove Adventure Rave,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,"Groove Adventure Rave [TYPE] TV [GENRE] Adventure, Comedy, Fantasy, Romance, Shounen [EP] 51"
3627,D.C.II S.S.: Da Capo II Second Season,"Comedy, Drama, Fantasy, Harem, Romance",TV,13,"D.C.II S.S.: Da Capo II Second Season [TYPE] TV [GENRE] Comedy, Drama, Fantasy, Harem, Romance [EP] 13"
12119,Natsu-iro Kiseki,"School, Slice of Life, Supernatural",TV,12,"Natsu-iro Kiseki [TYPE] TV [GENRE] School, Slice of Life, Supernatural [EP] 12"
16169,Choboraunyopomi Gekijou Ai Mai Mii,"Comedy, Slice of Life",TV,13,"Choboraunyopomi Gekijou Ai Mai Mii [TYPE] TV [GENRE] Comedy, Slice of Life [EP] 13"
9120,Beelzebub: Hirotta Akachan wa Daimaou!?,"Action, Comedy, Demons, School, Shounen, Supernatural",Special,1,"Beelzebub: Hirotta Akachan wa Daimaou!? [TYPE] Special [GENRE] Action, Comedy, Demons, School, Shounen, Supernatural [EP] 1"
29027,Shinmai Maou no Testament OVA,"Action, Demons, Ecchi, Fantasy, Harem, Romance",OVA,1,"Shinmai Maou no Testament OVA [TYPE] OVA [GENRE] Action, Demons, Ecchi, Fantasy, Harem, Romance [EP] 1"
6948,Bakemonogatari Recap,"Mystery, Romance, Supernatural",Special,1,"Bakemonogatari Recap [TYPE] Special [GENRE] Mystery, Romance, Supernatural [EP] 1"
3366,Persona: Trinity Soul,"Action, Sci-Fi, Super Power",TV,26,"Persona: Trinity Soul [TYPE] TV [GENRE] Action, Sci-Fi, Super Power [EP] 26"
31722,Nanatsu no Taizai: Seisen no Shirushi,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural",TV,4,"Nanatsu no Taizai: Seisen no Shirushi [TYPE] TV [GENRE] Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural [EP] 4"
1261,Kyattou Ninden Teyandee,"Action, Comedy, Mecha, Sci-Fi, Shounen, Super Power",TV,54,"Kyattou Ninden Teyandee [TYPE] TV [GENRE] Action, Comedy, Mecha, Sci-Fi, Shounen, Super Power [EP] 54"
15359,Kyousou Giga (2012),"Action, Fantasy, Supernatural",ONA,5,"Kyousou Giga (2012) [TYPE] ONA [GENRE] Action, Fantasy, Supernatural [EP] 5"
417,Ragnarök the Animation,"Action, Fantasy, Magic",TV,26,"Ragnarök the Animation [TYPE] TV [GENRE] Action, Fantasy, Magic [EP] 26"
634,Koi Kaze,"Drama, Psychological, Romance, Seinen",TV,13,"Koi Kaze [TYPE] TV [GENRE] Drama, Psychological, Romance, Seinen [EP] 13"
21033,Seikoku no Dragonar,"Comedy, Ecchi, Fantasy, School",TV,12,"Seikoku no Dragonar [TYPE] TV [GENRE] Comedy, Ecchi, Fantasy, School [EP] 12"
860,Makai Senki Disgaea,"Action, Comedy, Demons, Fantasy, Magic",TV,12,"Makai Senki Disgaea [TYPE] TV [GENRE] Action, Comedy, Demons, Fantasy, Magic [EP] 12"
14237,Busou Shinki,"Action, Sci-Fi, Slice of Life",TV,12,"Busou Shinki [TYPE] TV [GENRE] Action, Sci-Fi, Slice of Life [EP] 12"
7647,Arakawa Under the Bridge,"Comedy, Romance, Seinen",TV,13,"Arakawa Under the Bridge [TYPE] TV [GENRE] Comedy, Romance, Seinen [EP] 13"
891,Dragon Ball Movie 2: Majinjou no Nemuri Hime,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,"Dragon Ball Movie 2: Majinjou no Nemuri Hime [TYPE] Movie [GENRE] Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power [EP] 1"
10470,God Eater Prologue,"Action, Fantasy, Military, Sci-Fi",Special,1,"God Eater Prologue [TYPE] Special [GENRE] Action, Fantasy, Military, Sci-Fi [EP] 1"
18039,Rescue Me!,"Ecchi, Harem, Romance",OVA,1,"Rescue Me! [TYPE] OVA [GENRE] Ecchi, Harem, Romance [EP] 1"
819,Boku wa Imouto ni Koi wo Suru,"Romance, Shoujo",OVA,1,"Boku wa Imouto ni Koi wo Suru [TYPE] OVA [GENRE] Romance, Shoujo [EP] 1"
5941,Cross Game,"Comedy, Drama, Romance, School, Sports",TV,50,"Cross Game [TYPE] TV [GENRE] Comedy, Drama, Romance, School, Sports [EP] 50"
11441,Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,"Action, Drama, Historical, Samurai, Shounen",OVA,2,"Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen [TYPE] OVA [GENRE] Action, Drama, Historical, Samurai, Shounen [EP] 2"
10491,Higurashi no Naku Koro ni Kira,"Mystery, Parody",OVA,4,"Higurashi no Naku Koro ni Kira [TYPE] OVA [GENRE] Mystery, Parody [EP] 4"
534,Slayers,"Adventure, Comedy, Demons, Fantasy, Magic",TV,26,"Slayers [TYPE] TV [GENRE] Adventure, Comedy, Demons, Fantasy, Magic [EP] 26"
32551,Digimon Adventure tri. 3: Kokuhaku,"Action, Adventure, Comedy, Drama",Movie,1,"Digimon Adventure tri. 3: Kokuhaku [TYPE] Movie [GENRE] Action, Adventure, Comedy, Drama [EP] 1"
3464,Kemeko Deluxe!,"Action, Comedy, Ecchi, Romance, School, Sci-Fi, Shounen",TV,12,"Kemeko Deluxe! [TYPE] TV [GENRE] Action, Comedy, Ecchi, Romance, School, Sci-Fi, Shounen [EP] 12"
